uid,label,disaster_type,pre_image,post_image,xmin,ymin,xmax,ymax,area
75716bea-e564-4cc1-8543-b65498913e48,major-damage,flooding,hurricane-florence_00000462_pre_disaster.png,hurricane-florence_00000462_post_disaster.png,878,436,942,482,2944
9af64178-55f0-4dae-9c95-e3db562adc80,major-damage,wind,hurricane-matthew_00000126_pre_disaster.png,hurricane-matthew_00000126_post_disaster.png,427,49,459,82,1056
16cda4a7-69d5-4a32-a829-8973a786dd19,major-damage,flooding,hurricane-florence_00000259_pre_disaster.png,hurricane-florence_00000259_post_disaster.png,492,218,539,245,1269
dd4a5c84-c885-42e5-aa4d-ca81bb6e26c7,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,927,74,969,113,1638
1dbad056-8a93-4340-a569-83f616a04a32,major-damage,wind,hurricane-matthew_00000039_pre_disaster.png,hurricane-matthew_00000039_post_disaster.png,617,523,652,571,1680
dd3ebd45-a00b-4b43-a90c-24394d610a8a,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,626,575,673,617,1974
d5dc7f03-b185-4653-9722-782e3ff8aba0,major-damage,flooding,hurricane-harvey_00000336_pre_disaster.png,hurricane-harvey_00000336_post_disaster.png,50,367,108,430,3654
7e65e7a1-17b0-4a11-bff8-5770c0aa0b22,major-damage,flooding,hurricane-harvey_00000168_pre_disaster.png,hurricane-harvey_00000168_post_disaster.png,100,816,162,861,2790
11343d48-509a-4146-b61a-e85dd8cbec36,major-damage,flooding,hurricane-harvey_00000437_pre_disaster.png,hurricane-harvey_00000437_post_disaster.png,538,520,574,549,1044
e34cdae7-75d9-4cad-a7f3-4f8d9de9c702,major-damage,flooding,hurricane-harvey_00000491_pre_disaster.png,hurricane-harvey_00000491_post_disaster.png,295,141,349,212,3834
dbfcfa89-767b-4e4a-9baf-385366d989e9,major-damage,flooding,hurricane-harvey_00000224_pre_disaster.png,hurricane-harvey_00000224_post_disaster.png,139,687,211,739,3744
85bad55e-f11c-457c-8936-32c3a8d6b1da,major-damage,flooding,hurricane-harvey_00000477_pre_disaster.png,hurricane-harvey_00000477_post_disaster.png,404,134,457,196,3286
47d6309a-f243-4277-9288-6be59ea7534e,major-damage,flooding,hurricane-harvey_00000438_pre_disaster.png,hurricane-harvey_00000438_post_disaster.png,975,294,1015,348,2160
294b2b9d-cda5-4ada-8334-209ebd07ea06,major-damage,flooding,hurricane-florence_00000216_pre_disaster.png,hurricane-florence_00000216_post_disaster.png,492,781,524,828,1504
78d83212-fa87-4f1a-a779-0b4ac53b525a,major-damage,flooding,hurricane-harvey_00000248_pre_disaster.png,hurricane-harvey_00000248_post_disaster.png,599,23,678,110,6873
aaa2354d-2617-4691-a6b9-6fc016aea4ca,major-damage,flooding,hurricane-harvey_00000333_pre_disaster.png,hurricane-harvey_00000333_post_disaster.png,143,434,193,469,1750
e2801d3e-f745-4dd3-8178-f9fd7ba89f68,major-damage,tsunami,palu-tsunami_00000166_pre_disaster.png,palu-tsunami_00000166_post_disaster.png,231,788,404,1022,40482
406dfd2c-9f77-488a-9b10-782a33b8c93f,major-damage,flooding,hurricane-harvey_00000471_pre_disaster.png,hurricane-harvey_00000471_post_disaster.png,238,235,285,289,2538
891edc6d-0d42-4e9f-9d2a-b9406c119e04,major-damage,wind,hurricane-michael_00000180_pre_disaster.png,hurricane-michael_00000180_post_disaster.png,388,520,432,556,1584
5eb77fdf-fa36-4f47-bfe5-a38aba21673a,major-damage,flooding,hurricane-harvey_00000392_pre_disaster.png,hurricane-harvey_00000392_post_disaster.png,817,185,867,228,2150
419e7195-ba54-4145-a7c9-85611e354404,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,940,974,983,1022,2064
45b8e78b-209b-49c2-a148-58103d1b4388,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,888,356,926,396,1520
5d34145f-00f0-4913-8707-003cdbdf13a8,major-damage,flooding,hurricane-harvey_00000419_pre_disaster.png,hurricane-harvey_00000419_post_disaster.png,401,688,447,749,2806
43c1520c-8f49-4bed-8cc4-ec426f6645bc,major-damage,flooding,hurricane-florence_00000459_pre_disaster.png,hurricane-florence_00000459_post_disaster.png,273,701,328,755,2970
823890b0-7066-4d71-8d03-6c6880510d1c,major-damage,wind,hurricane-michael_00000180_pre_disaster.png,hurricane-michael_00000180_post_disaster.png,233,967,277,1007,1760
bac9e80c-df97-45a3-9cfa-45d5348558ab,major-damage,tsunami,palu-tsunami_00000033_pre_disaster.png,palu-tsunami_00000033_post_disaster.png,905,133,957,180,2444
3d556083-23a6-4897-bd7f-f6c497acb8b8,major-damage,flooding,hurricane-harvey_00000132_pre_disaster.png,hurricane-harvey_00000132_post_disaster.png,117,293,163,343,2300
23cc2a7c-6cae-467d-944b-ff72d2f80158,major-damage,flooding,hurricane-harvey_00000347_pre_disaster.png,hurricane-harvey_00000347_post_disaster.png,21,294,61,350,2240
95bd33d5-c90e-42cb-992f-e0ff6539eb27,major-damage,flooding,hurricane-harvey_00000333_pre_disaster.png,hurricane-harvey_00000333_post_disaster.png,911,392,979,455,4284
b16938a8-e414-40bc-af5c-f1f04061556f,major-damage,wind,hurricane-michael_00000322_pre_disaster.png,hurricane-michael_00000322_post_disaster.png,775,353,805,407,1620
7c1cd341-6b33-40c2-97aa-1886de31d54c,major-damage,flooding,hurricane-harvey_00000463_pre_disaster.png,hurricane-harvey_00000463_post_disaster.png,897,619,933,659,1440
d14520fa-e93d-48d4-8ff7-5a94ebb31414,major-damage,flooding,hurricane-harvey_00000040_pre_disaster.png,hurricane-harvey_00000040_post_disaster.png,180,566,246,646,5280
c940e2d3-9eb9-4c92-ae65-ad5ff956eaa3,major-damage,flooding,hurricane-harvey_00000434_pre_disaster.png,hurricane-harvey_00000434_post_disaster.png,341,262,457,318,6496
da1513a9-b91a-4996-bf24-e333abbd09c0,major-damage,flooding,hurricane-harvey_00000101_pre_disaster.png,hurricane-harvey_00000101_post_disaster.png,182,926,240,973,2726
2a13019e-144d-41ab-9601-175f6dd2e86a,major-damage,flooding,hurricane-harvey_00000410_pre_disaster.png,hurricane-harvey_00000410_post_disaster.png,45,402,60,501,1485
9e1935f6-8702-4f40-8d0c-9d44d561dbb1,major-damage,flooding,hurricane-harvey_00000137_pre_disaster.png,hurricane-harvey_00000137_post_disaster.png,628,517,652,564,1128
fc40a7f9-2b27-4488-bcd5-3e1ce08a5832,major-damage,flooding,hurricane-harvey_00000508_pre_disaster.png,hurricane-harvey_00000508_post_disaster.png,362,688,398,720,1152
92e72ada-4f6d-470c-afb8-fcf4d42f81d5,major-damage,flooding,hurricane-harvey_00000502_pre_disaster.png,hurricane-harvey_00000502_post_disaster.png,205,166,250,208,1890
42bc92e1-c318-4d85-938d-0d811e436a0c,major-damage,flooding,hurricane-harvey_00000081_pre_disaster.png,hurricane-harvey_00000081_post_disaster.png,61,289,107,337,2208
645972d2-c1ba-43c2-a235-3f8de4cf2d88,major-damage,flooding,hurricane-harvey_00000205_pre_disaster.png,hurricane-harvey_00000205_post_disaster.png,913,65,958,105,1800
3453fc1c-35f2-47bb-896a-8aeff9e2a4e8,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,572,953,610,995,1596
d3d7cf0f-a9ce-4d6f-ab5b-1b626b9e4e13,major-damage,wind,hurricane-matthew_00000278_pre_disaster.png,hurricane-matthew_00000278_post_disaster.png,758,895,807,941,2254
07f770c6-ae1f-4635-91b1-be21bb173c51,major-damage,flooding,hurricane-harvey_00000099_pre_disaster.png,hurricane-harvey_00000099_post_disaster.png,449,620,506,677,3249
57209448-6aba-4ad6-bd31-1dc7f249771b,major-damage,flooding,hurricane-florence_00000065_pre_disaster.png,hurricane-florence_00000065_post_disaster.png,907,441,934,479,1026
caea7340-19f2-45c4-b7a6-037e447c06eb,major-damage,flooding,hurricane-harvey_00000429_pre_disaster.png,hurricane-harvey_00000429_post_disaster.png,940,312,1007,375,4221
9d239684-b0c7-4626-b877-79902016534b,major-damage,wind,hurricane-michael_00000430_pre_disaster.png,hurricane-michael_00000430_post_disaster.png,512,37,686,219,31668
aa368b79-9ee2-4269-b599-1150c6b5f01c,major-damage,flooding,hurricane-harvey_00000484_pre_disaster.png,hurricane-harvey_00000484_post_disaster.png,804,623,839,678,1925
3bab8f8e-3cda-4e1b-8e2f-0ea88d6bc2b8,major-damage,flooding,hurricane-harvey_00000429_pre_disaster.png,hurricane-harvey_00000429_post_disaster.png,804,159,866,191,1984
a0544cfc-c8f2-4383-bfd2-caa69120f5ec,major-damage,flooding,hurricane-harvey_00000387_pre_disaster.png,hurricane-harvey_00000387_post_disaster.png,56,492,112,542,2800
550b6039-2764-4ad9-80d3-a0151777f2df,major-damage,flooding,hurricane-harvey_00000427_pre_disaster.png,hurricane-harvey_00000427_post_disaster.png,734,42,780,106,2944
c7b2f7e0-21bb-4fab-bd5a-9ca821649cf6,major-damage,flooding,hurricane-harvey_00000333_pre_disaster.png,hurricane-harvey_00000333_post_disaster.png,263,56,310,100,2068
9f061497-48da-4256-8c07-8b7a7f0deb90,major-damage,wind,hurricane-matthew_00000368_pre_disaster.png,hurricane-matthew_00000368_post_disaster.png,808,841,846,886,1710
8571eec4-7ffd-4285-b5c1-dc47533b7720,major-damage,flooding,hurricane-harvey_00000365_pre_disaster.png,hurricane-harvey_00000365_post_disaster.png,723,0,776,47,2491
383e0646-fc3f-4d3d-bce8-4d00cbf1b92f,major-damage,tsunami,palu-tsunami_00000065_pre_disaster.png,palu-tsunami_00000065_post_disaster.png,914,472,950,519,1692
bc9bfc4b-d44e-4ed9-84e8-fe8e667842ea,major-damage,flooding,hurricane-harvey_00000419_pre_disaster.png,hurricane-harvey_00000419_post_disaster.png,596,440,643,496,2632
37185660-2665-4b02-bdbc-cddc3f4f70c1,major-damage,flooding,hurricane-harvey_00000486_pre_disaster.png,hurricane-harvey_00000486_post_disaster.png,586,867,664,932,5070
c465eeee-1ecb-4523-810b-c0d7cd8930d0,major-damage,flooding,hurricane-harvey_00000439_pre_disaster.png,hurricane-harvey_00000439_post_disaster.png,488,95,542,157,3348
6d555b93-7ae7-456f-bdba-1742b667c848,major-damage,flooding,hurricane-harvey_00000142_pre_disaster.png,hurricane-harvey_00000142_post_disaster.png,156,50,217,95,2745
1995bfaa-f41d-468d-a4fd-9ed78cbca82f,major-damage,flooding,hurricane-florence_00000459_pre_disaster.png,hurricane-florence_00000459_post_disaster.png,365,935,427,984,3038
69452795-c21e-48ca-9a2d-16d85d409dd2,major-damage,wind,hurricane-michael_00000281_pre_disaster.png,hurricane-michael_00000281_post_disaster.png,836,727,897,749,1342
40c1e3ee-3452-47aa-8d06-2fbb3066a169,major-damage,flooding,hurricane-florence_00000485_pre_disaster.png,hurricane-florence_00000485_post_disaster.png,119,631,168,676,2205
03060cc2-da35-41d0-ad60-613798cfcf0b,major-damage,flooding,hurricane-harvey_00000391_pre_disaster.png,hurricane-harvey_00000391_post_disaster.png,896,24,951,78,2970
023d7850-6752-4dd5-bd47-fde6886d3e7c,major-damage,flooding,hurricane-harvey_00000440_pre_disaster.png,hurricane-harvey_00000440_post_disaster.png,204,661,296,717,5152
a04c960c-852d-4be2-8132-713a29a6c7ca,major-damage,wind,hurricane-matthew_00000372_pre_disaster.png,hurricane-matthew_00000372_post_disaster.png,262,741,303,785,1804
7977c16f-6ca6-4444-8e86-7f74e5d286f2,major-damage,wind,hurricane-michael_00000446_pre_disaster.png,hurricane-michael_00000446_post_disaster.png,543,42,626,76,2822
d18242b1-7a13-4ee1-a12d-fa119682b54b,major-damage,flooding,hurricane-harvey_00000410_pre_disaster.png,hurricane-harvey_00000410_post_disaster.png,250,0,297,29,1363
2e493256-f843-48d6-b083-3f69a0f2282e,major-damage,fire,socal-fire_00001323_pre_disaster.png,socal-fire_00001323_post_disaster.png,941,346,1018,432,6622
a25bf48e-df69-4f54-a854-536c02e812ba,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,799,841,846,867,1222
bec71229-4d57-44fb-8064-e84d66314f69,major-damage,flooding,hurricane-harvey_00000347_pre_disaster.png,hurricane-harvey_00000347_post_disaster.png,187,870,227,925,2200
a769d59c-2832-4c1e-a50f-b41b99dadb7a,major-damage,wind,hurricane-matthew_00000372_pre_disaster.png,hurricane-matthew_00000372_post_disaster.png,422,809,558,905,13056
e5efbb0b-aa6a-4d51-b0be-1a090f331a69,major-damage,flooding,hurricane-harvey_00000197_pre_disaster.png,hurricane-harvey_00000197_post_disaster.png,767,581,814,634,2491
dcbdb316-57a6-4c1c-8dd7-225611052aac,major-damage,flooding,hurricane-harvey_00000099_pre_disaster.png,hurricane-harvey_00000099_post_disaster.png,830,605,867,654,1813
6dfff53c-eaa3-4132-836c-1547f25c2b7c,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,473,676,514,720,1804
84d0dcde-4a8c-4a16-b96d-e286befccbe9,major-damage,flooding,hurricane-florence_00000409_pre_disaster.png,hurricane-florence_00000409_post_disaster.png,456,100,519,160,3780
18bc13d2-aa6c-4e39-bd41-247801d1f9db,major-damage,wind,hurricane-matthew_00000296_pre_disaster.png,hurricane-matthew_00000296_post_disaster.png,860,760,921,847,5307
fdfae590-0d4f-48d4-bbcf-64c5675c1725,major-damage,flooding,hurricane-harvey_00000486_pre_disaster.png,hurricane-harvey_00000486_post_disaster.png,857,345,902,369,1080
e8c92f16-d8b9-4055-a4dd-31857f3fa9cb,major-damage,flooding,hurricane-harvey_00000261_pre_disaster.png,hurricane-harvey_00000261_post_disaster.png,979,970,1022,1022,2236
c50e828d-51a2-4fe1-919a-8fd58a29d636,major-damage,flooding,hurricane-harvey_00000369_pre_disaster.png,hurricane-harvey_00000369_post_disaster.png,81,377,99,495,2124
ddedafbf-72b4-47a1-8b04-a554c71aae04,major-damage,flooding,hurricane-harvey_00000434_pre_disaster.png,hurricane-harvey_00000434_post_disaster.png,795,943,844,974,1519
69fb604b-5e82-4000-981a-b7075d4f2195,major-damage,flooding,hurricane-harvey_00000109_pre_disaster.png,hurricane-harvey_00000109_post_disaster.png,736,0,772,43,1548
586eca2d-0b4c-4419-800a-73115f2c2af3,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,495,940,554,991,3009
be38da90-a2a0-4f73-b72a-7a166aad64a4,major-damage,flooding,hurricane-harvey_00000435_pre_disaster.png,hurricane-harvey_00000435_post_disaster.png,223,24,285,66,2604
51a8436e-2847-4d38-b680-88f49be89f97,major-damage,flooding,hurricane-harvey_00000426_pre_disaster.png,hurricane-harvey_00000426_post_disaster.png,832,595,878,659,2944
1a4805cd-08cc-4fd7-a0fe-38a7ffbf3841,major-damage,wind,hurricane-matthew_00000129_pre_disaster.png,hurricane-matthew_00000129_post_disaster.png,155,249,195,279,1200
2241c8e1-11a0-491f-a5e5-20f63909e479,major-damage,flooding,hurricane-harvey_00000035_pre_disaster.png,hurricane-harvey_00000035_post_disaster.png,536,765,573,796,1147
3f4ed97f-6989-4493-8b85-405a5c2df4e7,major-damage,flooding,hurricane-harvey_00000463_pre_disaster.png,hurricane-harvey_00000463_post_disaster.png,648,580,690,627,1974
485a1082-baf8-46b5-9beb-e1313d10de83,major-damage,flooding,hurricane-harvey_00000506_pre_disaster.png,hurricane-harvey_00000506_post_disaster.png,684,795,722,831,1368
d8432cd6-0be0-499c-8aa4-964099935d7c,major-damage,flooding,hurricane-harvey_00000426_pre_disaster.png,hurricane-harvey_00000426_post_disaster.png,937,370,992,446,4180
f90403f9-75fb-45f7-82e2-e163879dcad3,major-damage,wind,hurricane-matthew_00000306_pre_disaster.png,hurricane-matthew_00000306_post_disaster.png,353,158,388,194,1260
300272c1-7a50-42cd-9bcd-476466f67c42,major-damage,wind,hurricane-michael_00000090_pre_disaster.png,hurricane-michael_00000090_post_disaster.png,209,186,250,236,2050
72b589e7-7c41-4791-8f26-745e44ad7274,major-damage,flooding,hurricane-harvey_00000205_pre_disaster.png,hurricane-harvey_00000205_post_disaster.png,953,876,1022,966,6210
6f3d7019-2f17-4630-b8ad-7aac6769f5f6,major-damage,flooding,hurricane-harvey_00000462_pre_disaster.png,hurricane-harvey_00000462_post_disaster.png,822,365,861,394,1131
14e5094d-ec94-4d32-8fdd-8474b42c7050,major-damage,flooding,hurricane-florence_00000508_pre_disaster.png,hurricane-florence_00000508_post_disaster.png,117,377,426,542,50985
649f1e98-93bb-4fbc-9d1a-3ca49a34fcc7,major-damage,wind,hurricane-michael_00000519_pre_disaster.png,hurricane-michael_00000519_post_disaster.png,581,132,633,163,1612
8a9b0f35-b0b6-4503-a23e-cf83764b5c20,major-damage,flooding,hurricane-harvey_00000429_pre_disaster.png,hurricane-harvey_00000429_post_disaster.png,169,495,212,566,3053
af67b7d6-3742-4997-81fd-eded360036e9,major-damage,flooding,hurricane-harvey_00000333_pre_disaster.png,hurricane-harvey_00000333_post_disaster.png,139,288,193,323,1890
28ec1d66-4ed3-4e8d-b995-954d680cbd42,major-damage,flooding,hurricane-harvey_00000508_pre_disaster.png,hurricane-harvey_00000508_post_disaster.png,449,987,492,1022,1505
da6700cc-06fc-4978-9b0c-cceaf58b4654,major-damage,flooding,hurricane-harvey_00000137_pre_disaster.png,hurricane-harvey_00000137_post_disaster.png,253,370,280,416,1242
4ae33de7-87fe-433e-8655-4182d420aef4,major-damage,flooding,hurricane-harvey_00000473_pre_disaster.png,hurricane-harvey_00000473_post_disaster.png,763,146,803,189,1720
45af4fd0-b157-4833-a7ca-f66d0c2932ba,major-damage,wind,hurricane-matthew_00000347_pre_disaster.png,hurricane-matthew_00000347_post_disaster.png,659,908,694,950,1470
1edb2797-4170-4055-b0fd-b57bd0c69949,major-damage,wind,hurricane-michael_00000424_pre_disaster.png,hurricane-michael_00000424_post_disaster.png,820,216,850,258,1260
37f5199b-4181-4829-ab9a-68ea341cfb1b,major-damage,tsunami,palu-tsunami_00000115_pre_disaster.png,palu-tsunami_00000115_post_disaster.png,717,60,755,100,1520
99979c44-35ba-46a7-9e05-bae78ff5f1d9,major-damage,flooding,hurricane-harvey_00000502_pre_disaster.png,hurricane-harvey_00000502_post_disaster.png,540,887,572,920,1056
9772b1f8-047d-404c-95df-08d9168b070f,major-damage,earthquake,mexico-earthquake_00000085_pre_disaster.png,mexico-earthquake_00000085_post_disaster.png,894,657,953,732,4425
e160ccae-e783-4866-b6da-a90060377dad,major-damage,tsunami,palu-tsunami_00000136_pre_disaster.png,palu-tsunami_00000136_post_disaster.png,388,359,429,420,2501
c6dfa383-8d6a-4b12-bd64-ccb6aefffb51,major-damage,flooding,hurricane-harvey_00000502_pre_disaster.png,hurricane-harvey_00000502_post_disaster.png,54,413,89,459,1610
8529bc12-a1b7-49d6-a84e-557953c48650,major-damage,wind,hurricane-michael_00000261_pre_disaster.png,hurricane-michael_00000261_post_disaster.png,19,691,786,1022,253877
1a0765e2-18a5-4243-a4b4-f361d3e0a930,major-damage,flooding,hurricane-harvey_00000439_pre_disaster.png,hurricane-harvey_00000439_post_disaster.png,288,137,332,194,2508
08afed93-d01d-4bd9-a56a-7754033c69e8,major-damage,flooding,hurricane-harvey_00000440_pre_disaster.png,hurricane-harvey_00000440_post_disaster.png,58,654,146,708,4752
1831b15d-998e-4be3-b363-981e24f89ec0,major-damage,flooding,hurricane-harvey_00000081_pre_disaster.png,hurricane-harvey_00000081_post_disaster.png,333,249,381,311,2976
2655d45b-dcb0-45c7-9576-cf24dc575dec,major-damage,flooding,hurricane-harvey_00000435_pre_disaster.png,hurricane-harvey_00000435_post_disaster.png,488,793,520,827,1088
4762c653-4b1b-46d7-96e7-455bc0885a12,major-damage,flooding,hurricane-harvey_00000426_pre_disaster.png,hurricane-harvey_00000426_post_disaster.png,6,255,32,316,1586
23c002cd-1f17-4bdc-a555-b623c8e78d5d,major-damage,wind,hurricane-matthew_00000355_pre_disaster.png,hurricane-matthew_00000355_post_disaster.png,590,307,621,366,1829
4907df16-8a97-4ca2-be90-d6c5c16f5bd9,major-damage,flooding,hurricane-harvey_00000484_pre_disaster.png,hurricane-harvey_00000484_post_disaster.png,383,615,453,745,9100
eab9ed55-693b-47ca-ab34-ff02c5b4a5d5,major-damage,wind,hurricane-michael_00000211_pre_disaster.png,hurricane-michael_00000211_post_disaster.png,485,632,521,671,1404
92283721-b03f-40df-bd40-79eb3113b7d7,major-damage,flooding,hurricane-harvey_00000472_pre_disaster.png,hurricane-harvey_00000472_post_disaster.png,99,900,143,955,2420
512e87c0-d9b3-472b-aebf-552695770217,major-damage,flooding,hurricane-harvey_00000333_pre_disaster.png,hurricane-harvey_00000333_post_disaster.png,139,257,192,287,1590
9a4da4aa-c46d-43e2-8047-3b517cd25050,major-damage,flooding,hurricane-harvey_00000089_pre_disaster.png,hurricane-harvey_00000089_post_disaster.png,215,404,247,455,1632
49a84cb9-ab66-42fc-9061-261ea7e9eb37,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,57,735,95,792,2166
6224b774-6c99-4661-901b-82e99fe3dcb8,major-damage,flooding,hurricane-harvey_00000358_pre_disaster.png,hurricane-harvey_00000358_post_disaster.png,768,398,796,441,1204
d737850e-89ce-4d44-bdf7-775c8f977cf6,major-damage,flooding,hurricane-harvey_00000429_pre_disaster.png,hurricane-harvey_00000429_post_disaster.png,59,458,107,522,3072
1f8c4d65-1e40-4f2b-85ee-25a9aacd2353,major-damage,flooding,hurricane-florence_00000450_pre_disaster.png,hurricane-florence_00000450_post_disaster.png,474,742,510,784,1512
1ca0eb03-6d8c-4b24-9672-5b3c486d2b00,major-damage,flooding,hurricane-harvey_00000089_pre_disaster.png,hurricane-harvey_00000089_post_disaster.png,377,688,415,733,1710
5837de27-4395-401c-832b-ce8e59550e13,major-damage,flooding,hurricane-harvey_00000115_pre_disaster.png,hurricane-harvey_00000115_post_disaster.png,208,934,249,984,2050
e04bdd2c-018d-4a0d-b805-a15b32ae5701,major-damage,flooding,hurricane-harvey_00000502_pre_disaster.png,hurricane-harvey_00000502_post_disaster.png,407,346,445,391,1710
04195922-df26-475e-8131-0ebf62b0b7a6,major-damage,flooding,hurricane-florence_00000485_pre_disaster.png,hurricane-florence_00000485_post_disaster.png,994,539,1022,591,1456
a237b570-b7c2-452f-8bf1-60cd85e5d8df,major-damage,flooding,hurricane-florence_00000462_pre_disaster.png,hurricane-florence_00000462_post_disaster.png,6,686,36,741,1650
f533a4b9-59d7-470b-8c55-670da1d52438,major-damage,flooding,hurricane-harvey_00000437_pre_disaster.png,hurricane-harvey_00000437_post_disaster.png,470,223,500,293,2100
e5592aa9-51f3-4b69-879c-c44e64eba05d,major-damage,flooding,hurricane-harvey_00000439_pre_disaster.png,hurricane-harvey_00000439_post_disaster.png,77,340,115,368,1064
0f829342-9ef0-485f-9f23-663d8933cc57,major-damage,flooding,hurricane-harvey_00000114_pre_disaster.png,hurricane-harvey_00000114_post_disaster.png,625,251,658,295,1452
03b9d3b1-14ed-4c1d-b23c-266c1afd9364,major-damage,wind,hurricane-matthew_00000044_pre_disaster.png,hurricane-matthew_00000044_post_disaster.png,124,959,206,1022,5166
68ae36e4-7039-476b-a924-a807577e72ee,major-damage,flooding,hurricane-harvey_00000146_pre_disaster.png,hurricane-harvey_00000146_post_disaster.png,409,702,449,755,2120
d7019dd6-3e8f-4d1a-9e21-aaad4c3ddcb1,major-damage,flooding,hurricane-harvey_00000435_pre_disaster.png,hurricane-harvey_00000435_post_disaster.png,524,252,552,315,1764
2adc4242-93c7-4d85-8b5f-974a74561559,major-damage,flooding,hurricane-harvey_00000426_pre_disaster.png,hurricane-harvey_00000426_post_disaster.png,359,793,425,871,5148
57bbaebc-518a-4057-aee8-8a9a06b3e3ec,major-damage,flooding,hurricane-harvey_00000109_pre_disaster.png,hurricane-harvey_00000109_post_disaster.png,395,332,468,384,3796
874b1987-cdfb-499b-829f-8b492955a851,major-damage,wind,hurricane-matthew_00000251_pre_disaster.png,hurricane-matthew_00000251_post_disaster.png,220,386,256,415,1044
7b2dbdcb-3ee2-45e9-8847-d5f6bf231d50,major-damage,flooding,hurricane-harvey_00000419_pre_disaster.png,hurricane-harvey_00000419_post_disaster.png,68,864,120,914,2600
7437522c-3802-488b-806f-c6b4851d7856,major-damage,flooding,hurricane-harvey_00000357_pre_disaster.png,hurricane-harvey_00000357_post_disaster.png,811,165,869,230,3770
2be29010-5bd8-4343-aeb5-415c3972fba2,major-damage,flooding,hurricane-harvey_00000477_pre_disaster.png,hurricane-harvey_00000477_post_disaster.png,983,447,1022,505,2262
1eb63792-c2a6-4dad-9415-da383c76945f,major-damage,flooding,hurricane-harvey_00000159_pre_disaster.png,hurricane-harvey_00000159_post_disaster.png,316,856,389,918,4526
a7a94657-849b-4c3c-9600-77209efcc0f9,major-damage,flooding,hurricane-harvey_00000435_pre_disaster.png,hurricane-harvey_00000435_post_disaster.png,427,185,451,254,1656
219a365d-baa3-4e65-93c9-220bc3b9e58a,major-damage,flooding,hurricane-florence_00000188_pre_disaster.png,hurricane-florence_00000188_post_disaster.png,728,710,777,750,1960
88fba1af-0b43-4184-84f9-e1fc473487a3,major-damage,flooding,hurricane-harvey_00000470_pre_disaster.png,hurricane-harvey_00000470_post_disaster.png,13,820,32,878,1102
2034945f-010b-4bb5-90eb-b6d8f505e800,major-damage,flooding,hurricane-harvey_00000387_pre_disaster.png,hurricane-harvey_00000387_post_disaster.png,585,411,627,441,1260
f5c7e99a-843f-47c0-985d-cd1ead1721ae,major-damage,flooding,hurricane-harvey_00000088_pre_disaster.png,hurricane-harvey_00000088_post_disaster.png,345,39,383,82,1634
33e97d30-ed33-4286-bec0-9f5195a6a851,major-damage,flooding,hurricane-harvey_00000500_pre_disaster.png,hurricane-harvey_00000500_post_disaster.png,948,881,1005,928,2679
e25c2754-0a50-49db-b52f-7ffdb6a0f82b,major-damage,flooding,hurricane-florence_00000459_pre_disaster.png,hurricane-florence_00000459_post_disaster.png,333,913,391,961,2784
c7548df3-47b1-435a-9482-a50d364c081d,major-damage,wind,hurricane-michael_00000246_pre_disaster.png,hurricane-michael_00000246_post_disaster.png,113,809,158,856,2115
98708409-6515-485b-99b9-eea5ca10beaf,major-damage,flooding,hurricane-harvey_00000347_pre_disaster.png,hurricane-harvey_00000347_post_disaster.png,352,685,395,738,2279
87c465c7-71dc-4278-87d7-5e247e004363,major-damage,flooding,hurricane-harvey_00000145_pre_disaster.png,hurricane-harvey_00000145_post_disaster.png,915,967,963,1012,2160
38ad335f-8d51-4cec-ba3e-a77dfc0394b0,major-damage,flooding,hurricane-harvey_00000434_pre_disaster.png,hurricane-harvey_00000434_post_disaster.png,77,974,129,1020,2392
1762f560-b065-49e4-a942-753d72cf3e3c,major-damage,flooding,hurricane-harvey_00000168_pre_disaster.png,hurricane-harvey_00000168_post_disaster.png,385,932,421,965,1188
9fa3238d-bdba-4ae0-9bdb-b66f5642e610,major-damage,flooding,hurricane-harvey_00000104_pre_disaster.png,hurricane-harvey_00000104_post_disaster.png,305,925,345,955,1200
408728dd-d810-44e3-ae98-e8d1e5470dca,major-damage,flooding,hurricane-harvey_00000521_pre_disaster.png,hurricane-harvey_00000521_post_disaster.png,214,539,260,567,1288
68c38caf-2bd5-4fb2-9206-6f76ae5ef75c,major-damage,wind,hurricane-michael_00000090_pre_disaster.png,hurricane-michael_00000090_post_disaster.png,680,411,752,464,3816
